Target,VulnerabilityID,Package,InstalledVersion,FixedVersion,Severity,Title,PrimaryURL
Java,CVE-2023-6378,ch.qos.logback:logback-classic,1.2.11,"1.3.12, 1.4.12, 1.2.13",HIGH,logback: serialization vulnerability in logback receiver,https://avd.aquasec.com/nvd/cve-2023-6378
Java,CVE-2023-6378,ch.qos.logback:logback-core,1.2.11,"1.3.12, 1.4.12, 1.2.13",HIGH,logback: serialization vulnerability in logback receiver,https://avd.aquasec.com/nvd/cve-2023-6378
Java,CVE-2022-24614,com.drewnoakes:metadata-extractor,2.16.0,2.18.0,HIGH,metadata-extractor: Out-of-memory when reading a specially crafted JPEG file,https://avd.aquasec.com/nvd/cve-2022-24614
Java,CVE-2022-24614,com.drewnoakes:metadata-extractor,2.16.0,2.18.0,HIGH,metadata-extractor: Out-of-memory when reading a specially crafted JPEG file,https://avd.aquasec.com/nvd/cve-2022-24614
Java,CVE-2025-52999,com.fasterxml.jackson.core:jackson-core,2.13.2,2.15.0,HIGH,com.fasterxml.jackson.core/jackson-core: jackson-core Potential StackoverflowError,https://avd.aquasec.com/nvd/cve-2025-52999
Java,CVE-2025-52999,com.fasterxml.jackson.core:jackson-core,2.13.4,2.15.0,HIGH,com.fasterxml.jackson.core/jackson-core: jackson-core Potential StackoverflowError,https://avd.aquasec.com/nvd/cve-2025-52999
Java,CVE-2025-52999,com.fasterxml.jackson.core:jackson-core,2.13.4,2.15.0,HIGH,com.fasterxml.jackson.core/jackson-core: jackson-core Potential StackoverflowError,https://avd.aquasec.com/nvd/cve-2025-52999
Java,CVE-2020-36518,com.fasterxml.jackson.core:jackson-databind,2.12.4,"2.13.2.1, 2.12.6.1",HIGH,jackson-databind: denial of service via a large depth of nested objects,https://avd.aquasec.com/nvd/cve-2020-36518
Java,CVE-2021-46877,com.fasterxml.jackson.core:jackson-databind,2.12.4,"2.12.6, 2.13.1",HIGH,jackson-databind: Possible DoS if using JDK serialization to serialize JsonNode,https://avd.aquasec.com/nvd/cve-2021-46877
Java,CVE-2022-42003,com.fasterxml.jackson.core:jackson-databind,2.12.4,"2.12.7.1, 2.13.4.2",HIGH,jackson-databind: deep wrapper array nesting wrt UNWRAP_SINGLE_VALUE_ARRAYS,https://avd.aquasec.com/nvd/cve-2022-42003
Java,CVE-2022-42004,com.fasterxml.jackson.core:jackson-databind,2.12.4,"2.12.7.1, 2.13.4",HIGH,jackson-databind: use of deeply nested arrays,https://avd.aquasec.com/nvd/cve-2022-42004
Java,CVE-2022-42003,com.fasterxml.jackson.core:jackson-databind,2.13.2.2,"2.12.7.1, 2.13.4.2",HIGH,jackson-databind: deep wrapper array nesting wrt UNWRAP_SINGLE_VALUE_ARRAYS,https://avd.aquasec.com/nvd/cve-2022-42003
Java,CVE-2022-42004,com.fasterxml.jackson.core:jackson-databind,2.13.2.2,"2.12.7.1, 2.13.4",HIGH,jackson-databind: use of deeply nested arrays,https://avd.aquasec.com/nvd/cve-2022-42004
Java,CVE-2024-7254,com.google.protobuf:protobuf-java,3.21.9,"3.25.5, 4.27.5, 4.28.2",HIGH,protobuf: StackOverflow vulnerability in Protocol Buffers,https://avd.aquasec.com/nvd/cve-2024-7254
